flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-04-18T21:25:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,223,OD223,MXD223,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Sultan Ismail Petra,Asia/Kuala_Lumpur,KBR,WMKC,,,,2026-04-18T21:10:00+00:00,,,,,,Firefly,FY,FFM,2722,FY2722,FFM2722,,,,,,,,,,,,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,K11,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,12,,2026-04-18T18:30:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5714,MH5714,MAS5714,,,,,7817FE,xiamen air,mf,cxa,848,mf848,cxa848,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,Virgin Australia,VA,VOZ,5433,VA5433,VOZ5433,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,SAS,SK,SAS,8088,SK8088,SAS8088,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3413,NZ3413,ANZ3413,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5729,MH5729,MAS5729,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,Swiss,LX,SWR,9051,LX9051,SWR9051,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F52R,37,2026-04-18T15:50:00+00:00,,,,,,Air India,AI,AIC,8191,AI8191,AIC8191,,,,,,singapore airlines,sq,sia,113,sq113,sia113,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:15:00+00:00,2026-04-18T14:15:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-04-18T22:15:00+00:00,,,,,,United Airlines,UA,UAL,7906,UA7906,UAL7906,,,,,,all nippon airways,nh,ana,886,nh886,ana886,,,,,,,,
2026-04-18,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T14:00:00+00:00,2026-04-18T14:00:00+00:00,2026-04-18T14:03:00+00:00,2026-04-18T14:03:00+00:00,2026-04-18T14:03:00+00:00,Langakawi International,Asia/Kuala_Lumpur,LGK,WMKL,,,,2026-04-18T15:05:00+00:00,3.0,2026-04-18T14:49:00+00:00,,,,Batik Air,ID,BTK,2205,ID2205,BTK2205,,,,,75056F,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,B9,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Denver International,America/Denver,DEN,KDEN,,B17,15,2026-04-18T08:55:00+00:00,,,,,,United Airlines,UA,UAL,724,UA724,UAL724,,,,,AC234F,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A4,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,B,B16,B5,2026-04-18T09:53:00+00:00,17.0,,,,,American Airlines,AA,AAL,2902,AA2902,AAL2902,,,,,ADE2B8,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A4,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,B,B16,B5,2026-04-18T09:53:00+00:00,17.0,,,,,Japan Airlines,JL,JTL,7241,JL7241,JTL7241,,,,,ADE2B8,american airlines,aa,aal,2902,aa2902,aal2902,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A4,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,B,B16,B5,2026-04-18T09:53:00+00:00,17.0,,,,,British Airways,BA,BAW,4375,BA4375,BAW4375,,,,,ADE2B8,american airlines,aa,aal,2902,aa2902,aal2902,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,B4,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,San Antonio International,America/Chicago,SAT,KSAT,A,A12,,2026-04-18T09:25:00+00:00,10.0,,,,,Southwest Airlines,WN,SWA,1079,WN1079,SWA1079,,,,,ACC02B,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,B7,,2026-04-18T06:50:00+00:00,2026-04-18T06:50:00+00:00,,,,William P Hobby,America/Chicago,HOU,KHOU,,48,,2026-04-18T09:45:00+00:00,12.0,,,,,Southwest Airlines,WN,SWA,634,WN634,SWA634,,,,,ABF351,,,,,,,,,,,,,,
2026-04-18,cancelled,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,3,H10,9,2026-04-18T10:48:00+00:00,,,,,,American Airlines,AA,AAL,2031,AA2031,AAL2031,,,,,AB34A7,,,,,,,,,,,,,,
2026-04-18,cancelled,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,3,H10,9,2026-04-18T10:48:00+00:00,,,,,,Qatar Airways,QR,QTR,2674,QR2674,QTR2674,,,,,AB34A7,american airlines,aa,aal,2031,aa2031,aal2031,,,,,,,,
2026-04-18,cancelled,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,3,H10,9,2026-04-18T10:48:00+00:00,,,,,,Royal Jordanian,RJ,RJA,7532,RJ7532,RJA7532,,,,,AB34A7,american airlines,aa,aal,2031,aa2031,aal2031,,,,,,,,
2026-04-18,cancelled,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,3,H10,9,2026-04-18T10:48:00+00:00,,,,,,Aer Lingus,EI,EIN,7628,EI7628,EIN7628,,,,,AB34A7,american airlines,aa,aal,2031,aa2031,aal2031,,,,,,,,
2026-04-18,cancelled,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,3,H10,9,2026-04-18T10:48:00+00:00,,,,,,AlphaSky,AS,JAG,4007,AS4007,JAG4007,,,,,AB34A7,american airlines,aa,aal,2031,aa2031,aal2031,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,B6,,2026-04-18T06:30:00+00:00,2026-04-18T06:30:00+00:00,,,,Austin-bergstrom International,America/Chicago,AUS,KAUS,,15,,2026-04-18T09:00:00+00:00,12.0,,,,,Southwest Airlines,WN,SWA,2154,WN2154,SWA2154,,,,,ABB4EA,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,B5,,2026-04-18T06:20:00+00:00,2026-04-18T06:20:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,C8,,2026-04-18T06:50:00+00:00,12.0,,,,,Southwest Airlines,WN,SWA,2109,WN2109,SWA2109,,,,,A600E4,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A2,,2026-04-18T06:16:00+00:00,2026-04-18T06:16:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,4,52E,T4C3,2026-04-18T07:33:00+00:00,,,,,,American Airlines,AA,AAL,4910,AA4910,AAL4910,,,,,AA10BA,,,,,,,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A2,,2026-04-18T06:16:00+00:00,2026-04-18T06:16:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,4,52E,T4C3,2026-04-18T07:33:00+00:00,,,,,,Air Tahiti Nui,TN,THT,1303,TN1303,THT1303,,,,,AA10BA,american airlines,aa,aal,4910,aa4910,aal4910,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A2,,2026-04-18T06:16:00+00:00,2026-04-18T06:16:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,4,52E,T4C3,2026-04-18T07:33:00+00:00,,,,,,Porter Airlines Canada,PD,POE,6282,PD6282,POE6282,,,,,AA10BA,american airlines,aa,aal,4910,aa4910,aal4910,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A2,,2026-04-18T06:16:00+00:00,2026-04-18T06:16:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,4,52E,T4C3,2026-04-18T07:33:00+00:00,,,,,,Japan Airlines,JL,JTL,7591,JL7591,JTL7591,,,,,AA10BA,american airlines,aa,aal,4910,aa4910,aal4910,,,,,,,,
2026-04-18,scheduled,,,El Paso International Airport,America/Denver,ELP,KELP,,A2,,2026-04-18T06:16:00+00:00,2026-04-18T06:16:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,4,52E,T4C3,2026-04-18T07:33:00+00:00,,,,,,AlphaSky,AS,JAG,6188,AS6188,JAG6188,,,,,AA10BA,american airlines,aa,aal,4910,aa4910,aal4910,,,,,,,,
2026-04-18,active,,,El Paso International Airport,America/Denver,ELP,KELP,,,,2026-04-18T00:30:00+00:00,2026-04-18T00:30:00+00:00,,,,Artesia,America/Denver,ATS,KATS,,,,2026-04-18T01:27:00+00:00,19.0,,,,,empty,,,,,,,,,,A48ECB,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,"B,C",,2026-04-18T15:50:00+00:00,2026-04-18T15:50:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T18:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,8321,MU8321,CES8321,,,,,78030C,shanghai airlines,fm,csh,9085,fm9085,csh9085,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,,,2026-04-18T06:01:00+00:00,2026-04-18T06:01:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,B8,CLM3,2026-04-18T08:02:00+00:00,13.0,,,,,American Airlines,AA,AAL,6326,AA6326,AAL6326,,,,,A68485,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,,,2026-04-18T06:01:00+00:00,2026-04-18T06:01:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,B8,CLM3,2026-04-18T08:02:00+00:00,13.0,,,,,Porter Airlines Canada,PD,POE,6120,PD6120,POE6120,,,,,A68485,american airlines,aa,aal,6326,aa6326,aal6326,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,,,2026-04-18T06:01:00+00:00,2026-04-18T06:01:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,B8,CLM3,2026-04-18T08:02:00+00:00,13.0,,,,,AlphaSky,AS,JAG,4454,AS4454,JAG4454,,,,,A68485,american airlines,aa,aal,6326,aa6326,aal6326,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,4,,2026-04-18T06:00:00+00:00,2026-04-18T06:00:00+00:00,,,,San Diego International Airport,America/Los_Angeles,SAN,KSAN,2,33,1,2026-04-18T07:27:00+00:00,,,,,,Alaska Airlines,AS,ASA,3384,AS3384,ASA3384,,,,,A125F9,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,4,,2026-04-18T06:00:00+00:00,2026-04-18T06:00:00+00:00,,,,San Diego International Airport,America/Los_Angeles,SAN,KSAN,2,33,1,2026-04-18T07:27:00+00:00,,,,,,Japan Airlines,JL,JTL,5412,JL5412,JTL5412,,,,,A125F9,alaska airlines,as,asa,3384,as3384,asa3384,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,4,,2026-04-18T06:00:00+00:00,2026-04-18T06:00:00+00:00,,,,San Diego International Airport,America/Los_Angeles,SAN,KSAN,2,33,1,2026-04-18T07:27:00+00:00,,,,,,Hawaiian Airlines,HA,HAL,6253,HA6253,HAL6253,,,,,A125F9,alaska airlines,as,asa,3384,as3384,asa3384,,,,,,,,
2026-04-18,scheduled,,,Monterey Peninsula,America/Los_Angeles,MRY,KMRY,,4,,2026-04-18T06:00:00+00:00,2026-04-18T06:00:00+00:00,,,,San Diego International Airport,America/Los_Angeles,SAN,KSAN,2,33,1,2026-04-18T07:27:00+00:00,,,,,,American Airlines,AA,AAL,9355,AA9355,AAL9355,,,,,A125F9,alaska airlines,as,asa,3384,as3384,asa3384,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,12,,2026-04-18T21:05:00+00:00,2026-04-18T21:05:00+00:00,,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-04-19T01:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,5900,MU5900,CES5900,,,,,7812F5,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,36,2026-04-18T23:40:00+00:00,65.0,,,,,Air China,CA,CCA,8316,CA8316,CCA8316,,,,,780F1E,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T20:35:00+00:00,2026-04-18T20:35:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-04-19T00:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,9604,ZH9604,CSZ9604,,,,,781431,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T20:35:00+00:00,2026-04-18T20:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-19T00:45:00+00:00,,,,,,Air China,CA,CCA,2712,CA2712,CCA2712,,,,,78199C,,,,,,,,,,,,,,
2026-04-18,cancelled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,,2026-04-18T23:20:00+00:00,,,,,,China Southern Airlines,CZ,CSN,5867,CZ5867,CSN5867,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:05:00+00:00,2026-04-18T19:05:00+00:00,,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,11,2026-04-18T20:40:00+00:00,,,,,,China Express Airlines,G5,HXA,6554,G56554,HXA6554,,,,,780744,shandong airlines,sc,cdg,4712,sc4712,cdg4712,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:05:00+00:00,2026-04-18T19:05:00+00:00,,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,11,2026-04-18T20:40:00+00:00,,,,,,Air China,CA,CCA,4702,CA4702,CCA4702,,,,,780744,shandong airlines,sc,cdg,4712,sc4712,cdg4712,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:05:00+00:00,2026-04-18T19:05:00+00:00,,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,11,2026-04-18T20:40:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,2654,ZH2654,CSZ2654,,,,,780744,shandong airlines,sc,cdg,4712,sc4712,cdg4712,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:05:00+00:00,2026-04-18T19:05:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-04-18T21:30:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1897,CZ1897,CSN1897,,,,,7809C2,ruili airlines,dr,rlh,6593,dr6593,rlh6593,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:00:00+00:00,2026-04-18T19:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,42,2026-04-18T21:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,5102,ZH5102,CSZ5102,,,,,781B8B,juneyao air,ho,dkh,1188,ho1188,dkh1188,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:00:00+00:00,2026-04-18T19:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,42,2026-04-18T21:30:00+00:00,,,,,,Xiamen Air,MF,CXA,5741,MF5741,CXA5741,,,,,781B8B,juneyao air,ho,dkh,1188,ho1188,dkh1188,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T19:00:00+00:00,2026-04-18T19:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,42,2026-04-18T21:30:00+00:00,,,,,,China Southern Airlines,CZ,CSN,85,CZ85,CSN85,,,,,781B8B,juneyao air,ho,dkh,1188,ho1188,dkh1188,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,China Eastern Airlines,MU,CES,3230,MU3230,CES3230,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,Xiamen Air,MF,CXA,4650,MF4650,CXA4650,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,Loong Air,GJ,CDC,3316,GJ3316,CDC3316,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,China Express Airlines,G5,HXA,8680,G58680,HXA8680,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,Chengdu Airlines,EU,UEA,7192,EU7192,UEA7192,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,71,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:25:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4762,CZ4762,CSN4762,,,,,780C2F,sichuan airlines,3u,csc,6462,3u6462,csc6462,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T18:15:00+00:00,2026-04-18T18:15:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-04-18T21:00:00+00:00,,,,,,Loong Air,GJ,CDC,3658,GJ3658,CDC3658,,,,,780E44,xiamen air,mf,cxa,8060,mf8060,cxa8060,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T18:15:00+00:00,2026-04-18T18:15:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-04-18T21:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4025,CZ4025,CSN4025,,,,,780E44,xiamen air,mf,cxa,8060,mf8060,cxa8060,,,,,,,,
2026-04-18,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-04-18T18:15:00+00:00,2026-04-18T18:15:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-04-18T21:00:00+00:00,,,,,,Hebei Airlines,NS,HBH,6060,NS6060,HBH6060,,,,,780E44,xiamen air,mf,cxa,8060,mf8060,cxa8060,,,,,,,,
2026-04-18,active,,,Pulkovo,Europe/Moscow,LED,ULLI,1,38,,2026-04-18T09:00:00+00:00,2026-04-18T09:00:00+00:00,2026-04-18T09:10:00+00:00,2026-04-18T09:10:00+00:00,2026-04-18T09:10:00+00:00,Mineralnye Vodyj,Europe/Moscow,MRV,URMM,,,,2026-04-18T13:00:00+00:00,,2026-04-18T12:55:00+00:00,,,,Rossiya,FV,SDM,6355,FV6355,SDM6355,,,,,151DF7,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Mineralnye Vodyj,Europe/Moscow,MRV,URMM,,,,2026-04-18T16:05:00+00:00,2026-04-18T16:05:00+00:00,,,,Domodedovo,Europe/Moscow,DME,UUDD,,,,2026-04-18T19:25:00+00:00,,,,,,NordStar,Y7,TYA,403,Y7403,TYA403,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Mineralnye Vodyj,Europe/Moscow,MRV,URMM,,,,2026-04-18T16:00:00+00:00,2026-04-18T16:00:00+00:00,,,,Domodedovo,Europe/Moscow,DME,UUDD,,,,2026-04-18T19:05:00+00:00,,,,,,Ural Airlines,U6,SVR,154,U6154,SVR154,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Mineralnye Vodyj,Europe/Moscow,MRV,URMM,,,,2026-04-18T15:55:00+00:00,2026-04-18T15:55:00+00:00,,,,Zvartnots International,Asia/Yerevan,EVN,UDYZ,,,,2026-04-18T17:35:00+00:00,,,,,,Azimuth,A4,AZO,6031,A46031,AZO6031,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Combolcha,Africa/Addis_Ababa,DSE,HADC,,,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,1,,,2026-04-18T15:45:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,199,ET199,ETH199,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,1,,,2026-04-18T16:05:00+00:00,2026-04-18T16:05:00+00:00,,,,Jimma,Africa/Addis_Ababa,JIM,HAJM,,,,2026-04-18T17:10:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,133,ET133,ETH133,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,,,2026-04-18T16:05:00+00:00,2026-04-18T16:05:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-04-19T01:20:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,688,ET688,ETH688,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,,,2026-04-18T16:00:00+00:00,2026-04-18T16:00:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,,2026-04-18T21:30:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,716,ET716,ETH716,,,,,,,,,,,,,,,,,,,
